App Employment ID,Position ID,Position Title,Position Direct Care,Is Primary,Start Date,End Date,Hours Per Week,Months Per Year,Net Yearly Income,Hourly Wage,Date Wage Increase,Verify Date,Last Update Date,Create Date,Verify Status Name,Is Verified,Infants  0-12 Months,Toddlers  13-36 Months,Preschoolers 37 Months-Pre-K,Elementary K-5th Grade,Middle 6th-8th Grade,Secondary (High School),Adults,Program Type Name,County
27144,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27145,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27145,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27146,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27146,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27147,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27147,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27148,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27148,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27149,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27149,41,Program Administrator,TRUE,FALSE,2/1/2017,,7,12,8663.2,23.8,,3/3/2017,12/7/2017,3/3/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27160,34,Early Childhood Assistant Teacher,TRUE,FALSE,9/6/2016,,25,12,13000,10,,3/6/2017,,3/6/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27166,51,Center/Preschool Director,TRUE,TRUE,10/18/2014,,40,12,31200,15,7/18/2016,3/13/2017,6/12/2018,3/6/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27168,33,Early Childhood Teacher,TRUE,TRUE,8/26/2016,,35,10,21070,14,9/1/2016,3/22/2017,3/22/2017,3/6/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27170,34,Early Childhood Assistant Teacher,TRUE,FALSE,3/1/2017,,15,12,7800,10,,3/7/2017,3/31/2018,3/7/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27171,34,Early Childhood Assistant Teacher,TRUE,FALSE,3/1/2017,,15,12,7800,10,,3/7/2017,3/31/2018,3/7/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27179,36,School-Age Program Teacher,TRUE,TRUE,9/6/2016,,20,12,12480,12,,3/10/2017,3/10/2017,3/7/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27184,33,Early Childhood Teacher,TRUE,TRUE,5/20/2002,,40,12,35360,17,9/1/2016,3/9/2017,,3/9/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27185,33,Early Childhood Teacher,TRUE,TRUE,4/28/2015,,40,12,22880,11,9/1/2016,3/9/2017,,3/9/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27187,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/6/2017,,40,10,17200,10,,3/9/2017,,3/9/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27189,34,Early Childhood Assistant Teacher,TRUE,FALSE,7/8/2016,,40,12,23920,11.5,,3/9/2017,,3/9/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27193,34,Early Childhood Assistant Teacher,TRUE,TRUE,1/5/2015,,40,12,20800,10,11/1/2017,11/17/2017,2/8/2018,3/10/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27199,34,Early Childhood Assistant Teacher,TRUE,TRUE,1/16/2017,,40,12,20800,10,,7/14/2017,2/8/2018,3/12/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27204,33,Early Childhood Teacher,TRUE,FALSE,7/23/2016,,15,12,7020,9,,3/13/2017,4/16/2018,3/13/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27209,51,Center/Preschool Director,TRUE,FALSE,5/26/2015,,20,12,20800,20,,3/14/2017,6/11/2018,3/14/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
27209,51,Center/Preschool Director,TRUE,FALSE,5/26/2015,,20,12,20800,20,,3/14/2017,6/11/2018,3/14/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
27211,33,Early Childhood Teacher,TRUE,TRUE,7/19/2016,,40,12,20217.6,9.72,,3/24/2017,3/24/2017,3/14/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27211,33,Early Childhood Teacher,TRUE,TRUE,7/19/2016,,40,12,20217.6,9.72,,3/24/2017,3/24/2017,3/14/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27218,5,Home Visitor,TRUE,TRUE,12/21/2013,,32,12,28920.32,17.38,7/1/2016,5/9/2017,3/15/2018,3/15/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27219,41,Program Administrator,TRUE,FALSE,3/6/2017,,40,11,36921.6,19.23,,3/16/2017,3/1/2018,3/16/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27220,34,Early Childhood Assistant Teacher,TRUE,TRUE,12/14/2015,,10,12,6614.4,12.72,2/1/2017,4/17/2017,4/17/2017,3/16/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27224,33,Early Childhood Teacher,TRUE,FALSE,2/17/2017,,18,12,13104,14,,3/21/2017,3/1/2018,3/17/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27232,34,Early Childhood Assistant Teacher,TRUE,TRUE,12/1/2016,,18,12,8966.88,9.58,1/1/2018,3/20/2017,3/15/2018,3/20/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27234,33,Early Childhood Teacher,TRUE,TRUE,2/13/2017,,40,12,17680,8.5,,6/23/2017,6/23/2017,3/20/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27235,33,Early Childhood Teacher,TRUE,TRUE,12/5/2016,,40,12,22880,11,,3/30/2017,11/2/2017,3/20/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27236,33,Early Childhood Teacher,TRUE,TRUE,2/3/2017,,40,12,19760,9.5,3/20/2017,3/23/2017,2/13/2018,3/20/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Richland
27236,33,Early Childhood Teacher,TRUE,TRUE,2/3/2017,,40,12,19760,9.5,3/20/2017,3/23/2017,2/13/2018,3/20/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Richland
27239,34,Early Childhood Assistant Teacher,TRUE,TRUE,12/23/2016,,25,12,10920,8.4,12/1/2016,3/21/2017,3/21/2017,3/20/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27242,33,Early Childhood Teacher,TRUE,TRUE,3/6/2017,,40,12,24960,12,,3/28/2017,3/28/2017,3/21/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27256,34,Early Childhood Assistant Teacher,TRUE,FALSE,12/8/2016,,25,12,19123,14.71,,3/28/2017,3/31/2018,3/23/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27258,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/16/2017,,40,12,20280,9.75,,3/28/2017,6/19/2017,3/24/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27260,34,Early Childhood Assistant Teacher,TRUE,FALSE,3/2/2016,,40,12,21112,10.15,,3/24/2017,3/31/2017,3/24/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27260,34,Early Childhood Assistant Teacher,TRUE,FALSE,3/2/2016,,40,12,21112,10.15,,3/24/2017,3/31/2017,3/24/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27261,33,Early Childhood Teacher,TRUE,FALSE,1/30/2017,,40,12,20176,9.7,,3/24/2017,,3/24/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27261,33,Early Childhood Teacher,TRUE,FALSE,1/30/2017,,40,12,20176,9.7,,3/24/2017,,3/24/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27264,34,Early Childhood Assistant Teacher,TRUE,TRUE,11/1/2015,,30,12,20670,13.25,1/1/2018,3/31/2017,3/25/2018,3/25/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27272,51,Center/Preschool Director,TRUE,TRUE,3/5/2010,,20,10,16881.8,19.63,2/1/2017,3/27/2017,12/27/2017,3/27/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lincoln
27275,33,Early Childhood Teacher,TRUE,TRUE,1/27/2017,,30,12,14040,9,,4/13/2017,4/13/2017,3/27/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27275,33,Early Childhood Teacher,TRUE,TRUE,1/27/2017,,30,12,14040,9,,4/13/2017,4/13/2017,3/27/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Silver Bow
27282,33,Early Childhood Teacher,TRUE,FALSE,11/9/2016,,40,9,21153.6,13.56,10/20/2017,3/28/2017,3/29/2018,3/28/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27287,36,School-Age Program Teacher,TRUE,TRUE,9/12/2016,,15,12,8665.8,11.11,,3/30/2017,3/30/2017,3/28/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27291,41,Program Administrator,TRUE,TRUE,2/6/2017,,40,10,27864,16.2,,3/29/2017,2/5/2018,3/29/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lincoln
27313,34,Early Childhood Assistant Teacher,TRUE,TRUE,3/1/2017,,30,12,12948,8.3,,3/31/2017,5/4/2018,3/31/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Stillwater
27321,33,Early Childhood Teacher,TRUE,TRUE,5/26/2016,,40,12,27456,13.2,4/8/2017,4/26/2017,3/2/2018,4/3/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Hill
27321,33,Early Childhood Teacher,TRUE,TRUE,5/26/2016,,40,12,27456,13.2,4/8/2017,4/26/2017,3/2/2018,4/3/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Hill
27327,33,Early Childhood Teacher,TRUE,FALSE,2/16/2017,,40,12,27040,13,,5/8/2017,5/1/2018,4/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27328,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/17/2017,,20,12,9360,9,,5/8/2017,5/2/2018,4/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
27328,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/17/2017,,20,12,9360,9,,5/8/2017,5/2/2018,4/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
27329,34,Early Childhood Assistant Teacher,TRUE,FALSE,2/17/2017,,20,12,9360,9,,5/11/2017,5/2/2018,4/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Fergus
27339,33,Early Childhood Teacher,TRUE,TRUE,4/10/2017,,25,12,11700,9,,4/20/2017,5/11/2017,4/10/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Hill
27346,34,Early Childhood Assistant Teacher,TRUE,FALSE,10/13/2016,,40,12,17680,8.5,,4/11/2017,,4/11/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27348,34,Early Childhood Assistant Teacher,TRUE,TRUE,3/27/2017,,40,12,17264,8.3,1/1/2018,4/24/2017,2/21/2018,4/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Child Care Center,Cascade
27362,33,Early Childhood Teacher,TRUE,FALSE,2/5/2017,,25,12,11700,9,2/5/2017,4/19/2017,4/19/2017,4/17/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27367,34,Early Childhood Assistant Teacher,TRUE,TRUE,3/29/2017,,40,12,20800,10,,4/27/2017,11/30/2017,4/17/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27375,34,Early Childhood Assistant Teacher,TRUE,FALSE,1/1/2017,,20,12,13520,13,,4/19/2017,3/12/2018,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Park
27377,10,Not Selected,TRUE,TRUE,7/1/2016,,36,12,21396.96,11.43,,4/19/2017,4/20/2018,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27377,10,Not Selected,TRUE,TRUE,7/1/2016,,36,12,21396.96,11.43,,4/19/2017,4/20/2018,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27379,34,Early Childhood Assistant Teacher,TRUE,FALSE,11/2/2016,,40,9,17924.4,11.49,3/1/2017,4/19/2017,,4/19/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27380,34,Early Childhood Assistant Teacher,TRUE,TRUE,4/4/2017,,40,12,18720,9,4/3/2017,8/7/2017,8/7/2017,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27381,10,Not Selected,TRUE,FALSE,1/3/2017,,40,10,27279.2,15.86,,4/19/2017,,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27381,10,Not Selected,TRUE,FALSE,1/3/2017,,40,10,27279.2,15.86,,4/19/2017,,4/19/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27382,41,Program Administrator,TRUE,FALSE,1/12/2017,,40,12,39707.2,19.09,6/1/2017,4/19/2017,4/2/2018,4/19/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Flathead
27385,33,Early Childhood Teacher,TRUE,TRUE,8/26/2016,,38,12,22724,11.5,1/1/2017,4/24/2017,4/24/2017,4/21/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27390,51,Center/Preschool Director,TRUE,FALSE,4/18/2017,,40,12,20800,10,,4/27/2017,6/29/2017,4/24/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Ravalli
27393,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/1/2014,,40,12,19468.8,9.36,1/1/2017,5/8/2017,5/8/2017,4/25/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27394,34,Early Childhood Assistant Teacher,TRUE,TRUE,3/23/2017,,40,12,20800,10,,4/27/2017,11/30/2017,4/25/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27396,33,Early Childhood Teacher,TRUE,TRUE,4/24/2017,,24,12,12480,10,,5/25/2017,5/25/2017,4/25/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27401,33,Early Childhood Teacher,TRUE,TRUE,8/28/2015,,40,12,21340.8,10.26,9/1/2016,5/8/2017,5/8/2017,4/27/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27403,33,Early Childhood Teacher,TRUE,TRUE,12/29/2014,,40,12,23628.8,11.36,,4/28/2017,4/28/2017,4/27/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27404,33,Early Childhood Teacher,TRUE,TRUE,4/20/2017,,40,10,25800,15,6/12/2017,4/27/2017,5/7/2018,4/27/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27405,33,Early Childhood Teacher,TRUE,TRUE,8/15/2016,,35,9,21840,16,1/1/2017,4/27/2017,4/27/2017,4/27/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27407,33,Early Childhood Teacher,TRUE,FALSE,9/1/1997,,30,12,26520,17,1/1/2017,4/28/2017,5/19/2017,4/28/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27411,34,Early Childhood Assistant Teacher,TRUE,TRUE,1/23/2017,,15,12,7020,9,,5/4/2017,5/4/2017,4/28/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27412,51,Center/Preschool Director,TRUE,TRUE,8/31/2016,,20,9,13166.4,16.88,8/31/2016,5/8/2017,3/20/2018,4/28/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Lewis and Clark
27414,41,Program Administrator,TRUE,TRUE,7/1/2014,,40,12,41808,20.1,,4/20/2018,4/20/2018,5/2/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27420,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/1/2017,,20,12,11960,11.5,,5/11/2017,4/30/2018,5/2/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27428,34,Early Childhood Assistant Teacher,TRUE,TRUE,4/8/2016,,15,12,6435,8.25,,5/18/2017,5/18/2017,5/5/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Yellowstone
27430,34,Early Childhood Assistant Teacher,TRUE,TRUE,6/16/2016,,40,12,18200,8.75,,6/16/2017,6/16/2017,5/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27432,41,Program Administrator,TRUE,TRUE,3/27/2017,,40,12,40393.6,19.42,8/24/2017,5/5/2017,4/3/2018,5/5/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27438,33,Early Childhood Teacher,TRUE,TRUE,4/28/2017,,40,12,19760,9.5,12/11/2017,1/8/2018,1/8/2018,5/8/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Cascade
27440,41,Program Administrator,TRUE,FALSE,8/16/1994,,18,12,17053.92,18.22,1/1/2017,5/9/2017,4/26/2018,5/9/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27443,34,Early Childhood Assistant Teacher,TRUE,TRUE,11/30/2015,,20,9,11520.6,14.77,,5/30/2017,10/11/2017,5/9/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Glacier
27445,33,Early Childhood Teacher,TRUE,TRUE,2/23/2015,,40,12,21840,10.5,11/1/2016,8/29/2017,8/29/2017,5/9/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27447,34,Early Childhood Assistant Teacher,TRUE,TRUE,8/29/2016,,20,12,9360,9,1/1/2018,5/12/2017,6/27/2018,5/10/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27448,34,Early Childhood Assistant Teacher,TRUE,TRUE,1/4/2016,,15,10,7095,11,7/5/2017,7/7/2017,7/7/2017,5/10/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27450,34,Early Childhood Assistant Teacher,TRUE,FALSE,3/24/2017,,35,12,15470,8.5,,5/12/2017,5/12/2017,5/11/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27452,34,Early Childhood Assistant Teacher,TRUE,FALSE,4/18/2017,,28,12,12084.8,8.3,1/1/2018,5/12/2017,4/4/2018,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27453,34,Early Childhood Assistant Teacher,TRUE,FALSE,5/1/2017,,20,12,11960,11.5,,5/11/2017,4/30/2018,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27454,34,Early Childhood Assistant Teacher,TRUE,TRUE,11/11/2016,,40,12,17264,8.3,1/1/2018,6/5/2017,2/21/2018,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27455,33,Early Childhood Teacher,TRUE,TRUE,1/20/2014,,25,12,12350,9.5,11/1/2016,5/12/2017,5/12/2017,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27457,51,Center/Preschool Director,TRUE,FALSE,1/1/2017,,20,12,20997.6,20.19,,10/10/2017,10/10/2017,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
27458,34,Early Childhood Assistant Teacher,TRUE,TRUE,3/20/2017,,15,12,6396,8.2,,8/29/2017,8/29/2017,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27459,34,Early Childhood Assistant Teacher,TRUE,TRUE,2/27/2017,,40,12,17056,8.2,,5/12/2017,5/12/2017,5/11/2017,Verified by Registry,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27462,41,Program Administrator,TRUE,TRUE,12/3/2015,,32,12,32448,19.5,5/1/2017,8/29/2017,8/29/2017,5/11/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Gallatin
27474,34,Early Childhood Assistant Teacher,TRUE,TRUE,5/20/2013,,28,9,11990.16,10.98,8/26/2016,5/25/2017,4/16/2018,5/15/2017,Verified by Registry,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Child Care Center,Missoula
